"catalogNumber","traitID","taxonID","stageID","observationNumber","scientificName","traitName","traitValue","traitUnit","valueType","lifeStage","assocTemperature","dispersionSD","individualCount","sizeType","sizeAssocName","sizeAssocUnit","sizeAssocValue","sizeAssocSD","sizeAssocN","sizeAssocReference","verbatimLocality","decimalLongitude","decimalLatitude","notes","primaryReference","secondaryReference","primaryReferenceDOI","secondaryReferenceDOI","acceptedNameUsageID","acceptedNameUsage","taxonRank","kingdom","phylum","class","order","family","genus","majorgroup","basisOfRecord","basisOfRecordDescription","uploadBy","uploadDate","maxObsNum","verbatimScientificName","verbatimTraitName","verbatimTraitValue","verbatimTraitUnit","verbatimLifeStage","verbatimTemperature","verbatimNotes","aggregateMeasure","isDerived","catalogSource","errorRisk","errorRiskRank"
"16-4171-1",16,4171,1,1,"Onychocorycaeus giesbrechti","carbonWeight","0.00198","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:128817","Onychocorycaeus giesbrechti (Dahl F., 1894)","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Corycaeidae","Onychocorycaeus","Non-calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Corycaeus giesbrechti  ","Adult.weight.(mgC)","0.00198","mgC","adult",NA,NA,FALSE,FALSE,NA,0.30282796585157,"Family"
"16-3761-1",16,3761,1,1,"Corycaeus speciosus","carbonWeight","0.00845","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:128800","Corycaeus speciosus Dana, 1849","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Corycaeidae","Corycaeus","Non-calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Corycaeus speciosus ","Adult.weight.(mgC)","0.00845","mgC","adult",NA,NA,FALSE,FALSE,NA,2.14984017299549,"Family"
"16-4414-1",16,4414,1,1,"Cyprideis torosa","carbonWeight","1.17e-05","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sohn1971","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:127986","Cyprideis torosa (Jones, 1850)","Species","Animalia","Arthropoda","Ostracoda","Podocopida","Cytherideidae","Cyprideis","Ostracod","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Cyprideis littoralis ","Adult.weight.(mgC)","1.17e-05","mgC","adult",NA,NA,FALSE,FALSE,NA,NA,NA
"16-1605-1",16,1605,1,1,"Paraeuchaeta hebes","carbonWeight","0.096","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:104563","Paraeuchaeta hebes (Giesbrecht, 1888)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Paraeuchaeta","Calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Euchaeta hebes ","Adult.weight.(mgC)","0.096","mgC","adult",NA,NA,FALSE,FALSE,NA,2.06417910104057,"Genus"
"16-1029-1",16,1029,1,1,"Euchaeta spinosa","carbonWeight","0.267","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:104555","Euchaeta spinosa Giesbrecht, 1893","Species","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Euchaeta","Calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Euchaeta spinosa ","Adult.weight.(mgC)","0.267","mgC","adult",NA,NA,FALSE,FALSE,NA,1.85812563939652,"Genus"
"16-1018-1",16,1018,1,1,"Euchaeta indica","carbonWeight","0.0215","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:346438","Euchaeta indica Wolfenden, 1905","Species","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Euchaeta","Calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Euchaeta wolfendeni ","Adult.weight.(mgC)","0.0215","mgC","adult",NA,NA,FALSE,FALSE,NA,3.11288454799321,"Genus"
"16-4435-1",16,4435,1,1,"Euphilomedes producta","carbonWeight","8.57e-05","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Baker1977","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:451226","Euphilomedes producta Poulsen, 1962","Species","Animalia","Arthropoda","Ostracoda","Myodocopida","Philomedidae","Euphilomedes","Ostracod","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Euphilomedes producta ","Adult.weight.(mgC)","8.57e-05","mgC","adult",NA,NA,FALSE,FALSE,NA,2.26090492190492,"Genus"
"16-146-1",16,146,1,1,"Paracentromedon whero","carbonWeight","4.98e-05","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fenwick1984a","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:723921","Paracentromedon whero (Fenwick, 1983)","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Tryphosidae","Paracentromedon","Amphipod","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Hippomedon whero ","Adult.weight.(mgC)","4.98e-05","mgC","adult",NA,NA,FALSE,FALSE,NA,NA,NA
"16-1291-1",16,1291,1,1,"Labidocera trispinosa","carbonWeight","0.033","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Kiorboe1995a","Andersen2016","10.3354/meps120285","10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:346614","Labidocera trispinosa Esterly, 1905","Species","Animalia","Arthropoda","Copepoda","Calanoida","Pontellidae","Labidocera","Calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Labidocera trispinosa ","Adult.weight.(mgC)","0.033","mgC","adult",NA,NA,FALSE,FALSE,NA,0.119323736867419,"Family"
"16-4461-1",16,4461,1,1,"Leuroleberis zealandica","carbonWeight","0.00128","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fenwick1984a","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:451063","Leuroleberis zealandica (Baird, 1850)","Species","Animalia","Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Leuroleberis","Ostracod","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Leuroleberis zealandica ","Adult.weight.(mgC)","0.00128","mgC","adult",NA,NA,FALSE,FALSE,NA,NA,NA
"16-3931-1",16,3931,1,1,"Lubbockia squillimana","carbonWeight","0.00275","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:128894","Lubbockia squillimana Claus, 1863","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Lubbockiidae","Lubbockia","Non-calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Lubbockia squillimana ","Adult.weight.(mgC)","0.00275","mgC","adult",NA,NA,FALSE,FALSE,NA,NA,NA
"16-4083-1",16,4083,1,1,"Oithona plumifera","carbonWeight","0.00124","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Hopcroft1998; Kiorboe1995a","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:106652","Oithona plumifera Baird, 1843","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Oithonidae","Oithona","Non-calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Oithona plumifera ","Adult.weight.(mgC)","0.00124","mgC","adult",NA,NA,FALSE,FALSE,NA,1.49387136483425,"Genus"
"16-4090-1",16,4090,1,1,"Oithona setigera setigera","carbonWeight","0.00096","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:734517","Oithona setigera setigera (Dana, 1849)","Subspecies","Animalia","Arthropoda","Copepoda","Cyclopoida","Oithonidae","Oithona","Non-calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Oithona setigera ","Adult.weight.(mgC)","0.00096","mgC","adult",NA,NA,FALSE,FALSE,NA,1.27448232067889,"Genus"
"16-4092-1",16,4092,1,1,"Oithona simplex simplex","carbonWeight","0.00025","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Hopcroft1998","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:734518","Oithona simplex simplex Farran, 1913","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Oithonidae","Oithona","Non-calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Oithona simplex ","Adult.weight.(mgC)","0.00025","mgC","adult",NA,NA,FALSE,FALSE,NA,0.121127868799151,"Genus"
"16-4320-1",16,4320,1,1,"Triconia conifera","carbonWeight","0.00253","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:128957","Triconia conifera (Giesbrecht, 1891)","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Oncaeidae","Triconia","Non-calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Oncaea conifera ","Adult.weight.(mgC)","0.00253","mgC","adult",NA,NA,FALSE,FALSE,NA,0.726549330688394,"Family"
"16-4129-1",16,4129,1,1,"Oncaea media","carbonWeight","0.00211","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:128938","Oncaea media Giesbrecht, 1891","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Oncaeidae","Oncaea","Non-calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Oncaea media ","Adult.weight.(mgC)","0.00211","mgC","adult",NA,NA,FALSE,FALSE,NA,1.01801915570387,"Genus"
"16-4340-1",16,4340,1,1,"Triconia similis","carbonWeight","0.00096","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:128961","Triconia similis (Sars G.O., 1918)","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Oncaeidae","Triconia","Non-calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Oncaea similis ","Adult.weight.(mgC)","0.00096","mgC","adult",NA,NA,FALSE,FALSE,NA,0.795944138190694,"Genus"
"16-4162-1",16,4162,1,1,"Oncaea venusta","carbonWeight","0.00349","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:128954","Oncaea venusta Philippi, 1843","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Oncaeidae","Oncaea","Non-calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Oncaea venusta ","Adult.weight.(mgC)","0.00349","mgC","adult",NA,NA,FALSE,FALSE,NA,1.40225870170455,"Genus"
"16-4540-1",16,4540,1,1,"Parasterope pollex","carbonWeight","5.77e-05","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Bowman1967","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:421159","Parasterope pollex Kornicker in Bowman & Kornicker, 1967","Species","Animalia","Arthropoda","Ostracoda","Myodocopida","Cylindroleberididae","Parasterope","Ostracod","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Parasterope pollex ","Adult.weight.(mgC)","5.77e-05","mgC","adult",NA,NA,FALSE,FALSE,NA,NA,NA
"16-161-1",16,161,1,1,"Patuki roperi","carbonWeight","0.000314","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fenwick1984a","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:489911","Patuki roperi Fenwick, 1983","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Exoedicerotidae","Patuki","Amphipod","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Patuki roperi ","Adult.weight.(mgC)","0.000314","mgC","adult",NA,NA,FALSE,FALSE,NA,NA,NA
"16-2937-1",16,2937,1,1,"Philocheras trispinosus","carbonWeight","9.08","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Oh1999","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:107562","Philocheras trispinosus (Hailstone in Hailstone & Westwood, 1835)","Species","Animalia","Arthropoda","Malacostraca","Decapoda","Crangonidae","Philocheras","Decapod","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Philocheras trispinosus ","Adult.weight.(mgC)","9.08","mgC","adult",NA,NA,FALSE,FALSE,NA,NA,NA
"16-4546-1",16,4546,1,1,"Philomedes globosus","carbonWeight","0.000118","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sohn1971","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:127719","Philomedes globosus (Lilljeborg, 1853) Sars, 1869","Species","Animalia","Arthropoda","Ostracoda","Myodocopida","Philomedidae","Philomedes","Ostracod","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Philomedes globosus ","Adult.weight.(mgC)","0.000118","mgC","adult",NA,NA,FALSE,FALSE,NA,1.57191687374496,"Family"
"16-1765-1",16,1765,1,1,"Pleuromamma piseki","carbonWeight","0.0104","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:104640","Pleuromamma piseki Farran, 1929","Species","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Pleuromamma","Calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Pleuromamma piseki ","Adult.weight.(mgC)","0.0104","mgC","adult",NA,NA,FALSE,FALSE,NA,2.935376866317,"Family"
"16-1766-1",16,1766,1,1,"Pleuromamma quadrungulata quadrungulata","carbonWeight","0.0196","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:224185","Pleuromamma quadrungulata quadrungulata (Dahl F., 1893)","Subspecies","Animalia","Arthropoda","Copepoda","Calanoida","Metridinidae","Pleuromamma","Calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Pleuromamma quadrungulata ","Adult.weight.(mgC)","0.0196","mgC","adult",NA,NA,FALSE,FALSE,NA,2.0884968048432,"Family"
"16-201-1",16,201,1,1,"Protophoxus australis","carbonWeight","0.000286","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Fenwick1984a","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:549025","Protophoxus australis K.H. Barnard, 1930","Species","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae","Protophoxus","Amphipod","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Protophoxus australis ","Adult.weight.(mgC)","0.000286","mgC","adult",NA,NA,FALSE,FALSE,NA,NA,NA
"16-1898-1",16,1898,1,1,"Pseudocalanus moultoni","carbonWeight","0.0051","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Kiorboe1995a","Andersen2016","10.3354/meps120285","10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:157678","Pseudocalanus moultoni Frost, 1989","Species","Animalia","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Pseudocalanus","Calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Pseudocalanus moultoni ","Adult.weight.(mgC)","0.0051","mgC","adult",NA,NA,FALSE,FALSE,NA,0.0654808727515861,"Family"
"16-1899-1",16,1899,1,1,"Pseudocalanus newmani","carbonWeight","0.0047","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Forster2011; Kiorboe1995a","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:157679","Pseudocalanus newmani Frost, 1989","Species","Animalia","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Pseudocalanus","Calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Pseudocalanus newmani ","Adult.weight.(mgC)","0.0047","mgC","adult",NA,NA,FALSE,FALSE,NA,0.131780384258018,"Family"
"16-4252-3",16,4252,1,3,"Sapphirina gemma","carbonWeight","0.0243","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:129046","Sapphirina gemma Dana, 1852-1853","Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Sapphirinidae","Sapphirina","Non-calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",8,"Sapphirina gemma","Adult.weight.(mgC)","0.0243","mgC","adult",NA,NA,FALSE,FALSE,NA,NA,NA
"16-6191-1",16,6191,1,1,"Sapphirina nigromaculatagemma","carbonWeight","0.0693","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144",NA,NA,"Species","Animalia","Arthropoda","Copepoda","Cyclopoida","Sapphirinidae","Sapphirina","Non-calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Sapphirina nigromaculatagemma ","Adult.weight.(mgC)","0.0693","mgC","adult",NA,NA,FALSE,FALSE,NA,NA,NA
"16-2174-1",16,2174,1,1,"Scolecithrix danae","carbonWeight","0.0283","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Sazhina1985","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:104821","Scolecithrix danae (Lubbock, 1856)","Species","Animalia","Arthropoda","Copepoda","Calanoida","Scolecitrichidae","Scolecithrix","Calanoid","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Scolecithrix danae ","Adult.weight.(mgC)","0.0283","mgC","adult",NA,NA,FALSE,FALSE,NA,NA,NA
"16-4566-1",16,4566,1,1,"Skogsbergia lerneri","carbonWeight","0.000103","mg","numeric","adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Cohen1983","Andersen2016",NA,"10.1146/annurev-marine-122414-034144","urn:lsid:marinespecies.org:taxname:421167","Skogsbergia lerneri (Kornicker, 1958)","Species","Animalia","Arthropoda","Ostracoda","Myodocopida","Cypridinidae","Skogsbergia","Ostracod","literature","Estimated from size measures for mean adult. Conversions were made at the lowest available taxonomic level. Multi-step conversion done when needed.","P. Pata","2023-08-15",1,"Skogsbergia lerneri ","Adult.weight.(mgC)","0.000103","mgC","adult",NA,NA,FALSE,FALSE,NA,2.01719634891306,"Family"
