"CiteID","ConID","ott_id","TSc","FSc","fF","TG","EE","BM","Eco","Lat","Long","TA","TAlog","SA","SAlog","Yr","DT","tWS","FD","PS","PST","DR","Drc","Drf"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 14:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,3,0.33,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 07:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 23:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,4,0.4,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 21:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 07:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,6,0.57,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 20:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,6,0.62,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 10:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 10:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,2,0.21,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 16:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 11:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,3,0.33,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 14:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,10,1,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 13:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,7,0.67,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 19:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 17:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,8,0.75,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 18:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 03:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,5,0.5,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 11:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,1,0.14,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 08:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,2,0.17,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 02:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 12:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,3,0.33,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 18:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,6,0.6,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 19:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 13:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,2,0.17,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 01:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 13:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 03:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,3,0.33,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 06:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 05:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,7,0.67,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 18:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,2,0.25,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 04:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 02:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,7,0.67,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 20:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,1,0.12,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 22:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 01:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,5,0.5,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 15:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,1,0.11,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 05:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 04:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,6,0.6,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 12:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,2,0.17,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 09:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,2,0.2,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 16:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,2,0.25,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 21:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,7,0.67,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 09:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 15:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 22:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,0,0,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 11:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,3,0.28,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 04:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,7,0.66,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 07:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,1,0.12,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-28,250,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,3,0.34,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 08:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,1,0.13,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 23:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,5,0.5,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 05:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Caron_2004","Alitta_virens",986619,10,8,0.8,"Annelids","Ectotherm",4.84,"Marine",48.37,-68.79,"Minutes",-3.56,"1m",0,1993,1993-08-27 16:00:00,249,"Gut content (lethal)","Whole population","NA",8,"Phylum","Species"
"Mercier_2011","Allantactis_parasitica",858464,68,57,0.84,"Cnidarians","Ectotherm",NA,"Marine",49.13,-53.3,"Months",1.38,"100m",2,2007,2007-12-15,359,"Gut content (lethal)","Sub-population","Epibiotic",7,"Phylum","Phylum"
"Mercier_2011","Allantactis_parasitica",858464,43,31,0.72,"Cnidarians","Ectotherm",NA,"Marine",49.13,-53.3,"Months",1.38,"100m",2,2007,2007-12-15,359,"Gut content (lethal)","Sub-population","Epibiotic",4,"Phylum","Phylum"
"Mercier_2011","Allantactis_parasitica",858464,17,9,0.5294,"Cnidarians","Ectotherm",NA,"Marine",49.13,-53.3,"Months",1.38,"100m",2,2007,2007-12-15,359,"Gut content (lethal)","Sub-population","Non-epibiotic",3,"Phylum","Phylum"
"Mercier_2011","Allantactis_parasitica",858464,33,24,0.74,"Cnidarians","Ectotherm",NA,"Marine",54.9,-55.86,"Months",1.38,"100m",2,2007,2007-12-15,359,"Gut content (lethal)","Sub-population","Epibiotic",4,"Phylum","Phylum"
"Lonne_1992","Alle_alle",280899,17,16,0.9412,"Birds","Endotherm",152.5,"Marine",77.68,19.27,"Hours",-1.78,"100m",2,1986,1986-07-25,216,"Gut content (lethal)","Whole population","NA",1,"Genus","Genus"
"Bradstreet_1982","Alle_alle",280899,2,2,1,"Birds","Endotherm",152.5,"Marine",73.77,-80.38,"Days",0,"100m",2,1979,1979-08-25,247,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Lonne_1992","Alle_alle",280899,10,7,0.7,"Birds","Endotherm",152.5,"Marine",77.5,18.83,"Hours",-1.78,"100m",2,1985,1985-05-08,138,"Gut content (lethal)","Whole population","NA",1,"Genus","Genus"
"Bradstreet_1982","Alle_alle",280899,30,22,0.7333,"Birds","Endotherm",152.5,"Marine",74.93,-76.87,"Days",0,"100m",2,1978,1978-08-24,246,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,7,4,0.5714,"Birds","Endotherm",152.5,"Marine",74.97,-76.48,"Days",0,"100m",2,1979,1979-08-21,243,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,1,0,0,"Birds","Endotherm",152.5,"Marine",72.75,-71.78,NA,NA,NA,NA,1978,1978-08-11,233,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,3,1,0.3333,"Birds","Endotherm",152.5,"Marine",72.75,-76,"Days",0,"100m",2,1979,1979-06-22,183,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,10,8,0.8,"Birds","Endotherm",152.5,"Marine",74.12,-82.62,"Days",0,"100m",2,1976,1976-09-11,265,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,21,13,0.619,"Birds","Endotherm",152.5,"Marine",74.1,-81.5,"Days",0,"100m",2,1976,1976-08-29,252,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,14,12,0.8571,"Birds","Endotherm",152.5,"Marine",74.48,-95.37,"Days",0,"100m",2,1976,1976-07-03,195,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Lonne_1992","Alle_alle",280899,1,1,1,"Birds","Endotherm",152.5,"Marine",77.25,23,NA,NA,NA,NA,1986,1986-07-24,215,"Gut content (lethal)","Whole population","NA",1,"Genus","Genus"
"Bradstreet_1982","Alle_alle",280899,43,23,0.5349,"Birds","Endotherm",152.5,"Marine",73.88,-82.12,"Days",0,"100m",2,1979,1979-09-06,259,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Lonne_1992","Alle_alle",280899,21,13,0.619,"Birds","Endotherm",152.5,"Marine",80.1,2.05,"Hours",-1.78,"100m",2,1986,1986-08-06,228,"Gut content (lethal)","Whole population","NA",1,"Genus","Genus"
"Bradstreet_1982","Alle_alle",280899,1,0,0,"Birds","Endotherm",152.5,"Marine",74.1,-81.5,NA,NA,NA,NA,1976,1976-07-22,214,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Lonne_1992","Alle_alle",280899,3,3,1,"Birds","Endotherm",152.5,"Marine",81.28,31.85,"Hours",-1.78,"100m",2,1986,1986-08-02,224,"Gut content (lethal)","Whole population","NA",1,"Genus","Genus"
"Bradstreet_1982","Alle_alle",280899,58,51,0.8793,"Birds","Endotherm",152.5,"Marine",73.58,-74.33,"Days",0,"100m",2,1979,1979-05-22,152,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,12,6,0.5,"Birds","Endotherm",152.5,"Marine",74.53,-80.33,"Days",0,"100m",2,1976,1976-09-08,262,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,25,25,1,"Birds","Endotherm",152.5,"Marine",74.5,-77.32,"Days",0,"100m",2,1978,1978-09-05,258,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Lonne_1992","Alle_alle",280899,10,10,1,"Birds","Endotherm",152.5,"Marine",80,18.12,"Hours",-1.78,"100m",2,1986,1986-07-27,218,"Gut content (lethal)","Whole population","NA",1,"Genus","Genus"
"Bradstreet_1982","Alle_alle",280899,10,8,0.8,"Birds","Endotherm",152.5,"Marine",74.18,-74.72,"Days",0,"100m",2,1978,1978-07-26,217,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,33,19,0.5758,"Birds","Endotherm",152.5,"Marine",73.58,-74.92,"Days",0,"100m",2,1979,1979-05-21,151,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,26,21,0.8077,"Birds","Endotherm",152.5,"Marine",74.92,-78.67,"Days",0,"100m",2,1978,1978-09-01,254,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,20,15,0.75,"Birds","Endotherm",152.5,"Marine",74.12,-82.62,"Days",0,"100m",2,1976,1976-08-29,252,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,15,10,0.6667,"Birds","Endotherm",152.5,"Marine",74.2,-87.95,"Days",0,"100m",2,1976,1976-09-01,255,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,15,11,0.7333,"Birds","Endotherm",152.5,"Marine",74.92,-78.67,"Days",0,"100m",2,1978,1978-08-25,247,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Bradstreet_1982","Alle_alle",280899,20,18,0.9,"Birds","Endotherm",152.5,"Marine",73.35,-76.48,"Days",0,"100m",2,1979,1979-08-25,247,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Lonne_1992","Alle_alle",280899,9,8,0.8889,"Birds","Endotherm",152.5,"Marine",81.07,23.83,"Hours",-1.78,"100m",2,1986,1986-07-30,221,"Gut content (lethal)","Whole population","NA",1,"Genus","Genus"
"Bradstreet_1982","Alle_alle",280899,20,20,1,"Birds","Endotherm",152.5,"Marine",74.1,-81.5,"Days",0,"100m",2,1976,1976-09-04,258,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Delany_1990","Alligator_mississippiensis",335590,80,76,0.95,"Reptiles","Ectotherm",134000,"Lentic",29.46,-82.17,"Days",0,"100m",2,1986,1986-09-16 23:00:00,269,"Gut content (lethal)","Whole population","NA",29,"Class","Species"
"Wright_1915","Alligator_mississippiensis",335590,2,0,0,"Reptiles","Ectotherm",134000,"Lentic",30.8,-82.33,"Months",1.38,"10km",4,1915,1915-01-01,NA,"Gut content (lethal)","Whole population","NA",0,"Phylum","Phylum"
"Rosas-Luis_2015","Alloteuthis_media",801587,124,54,0.4355,"Molluscs","Ectotherm",14.77,"Marine",41.01,1.12,"Months",1.38,"10km",4,2013,2013-07-15,206,"Gut content (lethal)","Whole population","NA",23,"Phylum","Species"
"Varghese_2014","Alopias_pelagicus",801808,122,56,0.459,"Fish","Ectotherm",33720,"Marine",15.81,70.83,"Years",2.86,"1000km",6,2007,2007-01-01,NA,"Gut content (lethal)","Whole population","NA",19,"Order","Species"
"Preti_2008","Alopias_superciliosus",73666,26,23,0.8846,"Fish","Ectotherm",200100,"Marine",33.03,-117.67,"Years",2.86,"100km",5,2005,2005-01-01,NA,"Gut content (lethal)","Whole population","NA",20,"Class","Species"
"Preti_2004","Alopias_vulpinus",1077204,87,67,0.7701,"Fish","Ectotherm",348000,"Marine",32.48,-118.03,"Months",1.38,"100km",5,1999,1999-10-15,298,"Gut content (lethal)","Whole population","NA",20,"Class","Species"
"Preti_2012","Alopias_vulpinus",1077204,225,157,0.6978,"Fish","Ectotherm",348000,"Marine",34.39,-120.65,"Years",2.86,"100km",5,2005,2005-01-01,NA,"Gut content (lethal)","Whole population","NA",18,"Class","Species"
"Preti_2001","Alopias_vulpinus",1077204,165,107,0.6485,"Fish","Ectotherm",348000,"Marine",34.46,-120.17,"Months",1.38,"100km",5,1998,1998-10-15,298,"Gut content (lethal)","Whole population","NA",20,"Class","Species"
"Huey_2001","Alopoglossus_angulatus",545549,38,33,0.8684,"Reptiles","Ectotherm",6.11,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Huey_2001","Alopoglossus_atriventris",693619,19,13,0.6842,"Reptiles","Ectotherm",3.704,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Agapov_1938","Alosa_braschnikowi",3628643,13,10,0.7692,"Fish","Ectotherm",400,"Marine",45.75,49.06,"Months",1.38,"10km",4,1935,1935-06-15,176,"Gut content (lethal)","Sub-population","4yr old male",1,"Phylum","Phylum"
"Agapov_1938","Alosa_braschnikowi",3628643,29,13,0.4483,"Fish","Ectotherm",400,"Marine",45.75,49.06,"Months",1.38,"10km",4,1935,1935-06-15,176,"Gut content (lethal)","Sub-population","4yr old female",2,"Phylum","Phylum"
"Agapov_1938","Alosa_braschnikowi",3628643,8,5,0.625,"Fish","Ectotherm",400,"Marine",45.75,49.06,"Months",1.38,"10km",4,1935,1935-06-15,176,"Gut content (lethal)","Sub-population","6yr old female",1,"Phylum","Phylum"
